timestamp,mouseXdelta,mouseYdelta
144.450000,2.757063,-2.745928
144.466667,8.514800,0.220019
144.483333,8.112259,2.611403
144.500000,4.597991,-6.084754
144.516667,1.711406,-2.486451
144.533333,1.861130,-2.785144
144.550000,-1.716343,-10.329933
144.566667,4.154674,-10.128518
144.583333,2.021054,-11.802252
144.600000,6.837039,-7.096623
144.616667,2.284377,-1.728789
144.633333,1.475658,-3.998079
144.650000,0.153642,-6.731460
144.666667,-5.145230,-2.953790
144.683333,-5.513527,-0.189573
144.700000,-3.813321,2.023549
144.716667,-11.615936,-1.645847
144.733333,-8.176883,-6.580585
144.750000,-5.866935,-11.485345
144.766667,-5.214465,-3.896849
144.783333,-1.594618,-10.910128
144.800000,1.958329,-2.530162
144.816667,12.950560,-0.376843
144.833333,6.197825,1.399553
144.850000,11.962177,0.511245
144.866667,14.938395,-2.898291
144.883333,14.933968,-12.566780
144.900000,9.639230,-11.334585
144.916667,7.221880,-15.403596
144.933333,4.501067,-12.544616
144.950000,3.706050,-11.046405
144.966667,6.263320,-11.314415
144.983333,11.073700,-14.140058
145.000000,17.678340,-8.273897
145.016667,14.486515,-8.603782
145.033333,13.864806,-5.348720
145.050000,16.856518,-10.176213
145.066667,16.920637,-17.624649
145.083333,14.519371,-10.046534
145.100000,7.396998,-15.438832
145.116667,7.540479,-8.345232
145.133333,8.088013,-15.129180
145.150000,0.546698,-13.225277
145.166667,-4.224942,-11.356004
145.183333,-3.018467,-12.179433
145.200000,4.542397,-8.599621
145.216667,8.934521,-4.057332
145.233333,7.440774,-4.429388
145.250000,5.506217,-1.262040
145.266667,2.354134,5.764296
145.283333,-0.864756,6.045766
145.300000,-1.694604,3.638016
145.316667,7.164244,1.517997
145.333333,5.228935,-1.290337
145.350000,4.870204,-1.566528
145.366667,-0.093829,-3.107355
145.383333,2.354300,1.311328
145.400000,2.214872,1.416174
145.416667,0.549405,-0.735210
145.433333,-3.183828,-6.888287
145.450000,-5.675232,-2.583247
145.466667,-6.805376,-3.708997
145.483333,-7.586779,1.640734
145.500000,-10.541632,2.584874
145.516667,-9.761333,2.598094
145.533333,-7.807798,2.566944
145.550000,-3.854931,2.193220
145.566667,3.508068,2.151818
145.583333,-3.656606,4.489878
145.600000,-1.722559,4.171070
145.616667,-2.588588,-4.704513
145.633333,-10.117105,2.356015
145.650000,-11.447405,5.982895
145.666667,-16.714798,1.197172
145.683333,-12.328754,0.667451
145.700000,-8.945210,0.546176
145.716667,-8.881377,-2.228617
145.733333,-12.769250,3.605050
145.750000,-5.223089,-0.910267
145.766667,-9.117096,-2.210333
145.783333,-6.843646,-2.716573
145.800000,-4.161202,-2.641911
145.816667,-4.203606,7.274595
145.833333,-5.884058,13.106923
145.850000,0.491800,13.812605
145.866667,-7.261908,12.555574
145.883333,-8.594496,11.380380
145.900000,-11.986913,13.267373
145.916667,-6.848282,16.620733
145.933333,-7.692169,10.720960
145.950000,-5.516226,16.673161
145.966667,-4.687045,16.815033
145.983333,-5.158034,13.119649
146.000000,-2.009127,11.383417
146.016667,-0.194123,12.275103
146.033333,1.215357,13.279014
146.050000,-2.318202,8.294995
146.066667,-2.256868,7.391250
146.083333,-4.120472,7.616126
146.100000,-0.075556,11.604561
146.116667,5.581048,5.184898
146.133333,0.370948,3.507827
146.150000,0.655000,2.203372
146.166667,-1.621057,0.765362
146.183333,0.474304,-4.629664
146.200000,9.800302,-4.082723
146.216667,13.023661,-5.994471
146.233333,14.018694,-4.994659
146.250000,16.044058,-5.289781
146.266667,20.000000,-10.729026
146.283333,20.000000,-9.181245
146.300000,16.067623,-0.454857
146.316667,20.000000,-8.704854
146.333333,20.000000,-5.011718
146.350000,20.000000,1.551572
146.366667,20.000000,2.457164
146.383333,20.000000,5.958834
146.400000,20.000000,3.153560
146.416667,20.000000,-0.333613
146.433333,20.000000,-1.258539
146.450000,20.000000,-1.906519
146.466667,15.163185,2.932452
146.483333,12.029272,10.718948
146.500000,12.042305,14.715883
146.516667,13.361521,18.504520
146.533333,14.306725,17.594743
146.550000,17.248988,20.000000
146.566667,14.444902,20.000000
146.583333,12.979432,20.000000
146.600000,11.850123,14.559410
146.616667,9.864364,17.101689
146.633333,5.817101,19.075306
146.650000,5.969828,16.401813
146.666667,8.996106,17.485758
146.683333,9.778684,19.800783
146.700000,9.613209,11.242041
146.716667,7.139404,2.900227
146.733333,9.054923,6.195004
146.750000,11.916240,7.531882
146.766667,14.596316,0.472281
146.783333,12.706417,-5.234611
146.800000,10.002457,1.753857
146.816667,13.375160,4.227613
146.833333,11.311163,-0.169528
146.850000,10.928158,4.290128
146.866667,11.474828,-2.481648
146.883333,10.745789,-9.886796
146.900000,12.887945,-11.670147
146.916667,6.706665,-7.231410
146.933333,8.273510,-5.578673
146.950000,16.212991,-2.480806
146.966667,12.011864,-0.155910
146.983333,9.666368,4.926716
147.000000,9.823640,5.953738
147.016667,3.071802,5.603770
147.033333,2.539559,0.946540
147.050000,1.399597,2.594895
147.066667,1.242239,-3.312993
147.083333,0.025148,-4.853793
147.100000,0.796687,-4.026283
147.116667,-0.929434,-5.426309
147.133333,-0.567600,-1.031771
147.150000,0.603722,4.763684
147.166667,5.076114,10.274045
147.183333,10.043013,15.498439
147.200000,4.426140,16.538300
147.216667,8.856809,20.000000
147.233333,4.888252,20.000000
147.250000,4.700239,20.000000
147.266667,-1.318951,20.000000
147.283333,-8.429591,19.147727
147.300000,1.468729,17.055588
147.316667,1.725989,17.550985
147.333333,1.088228,17.259990
147.350000,2.548252,12.151765
147.366667,1.917240,13.904320
147.383333,5.439821,17.707894
147.400000,6.237583,17.360248
147.416667,8.614564,13.245142
147.433333,5.209991,11.421437
147.450000,-0.411078,11.906896
147.466667,3.826357,7.876032
147.483333,5.184319,4.571904
147.500000,0.599585,12.336958
147.516667,-3.469306,5.985985
147.533333,-2.263514,6.461472
147.550000,0.631766,13.820237
147.566667,-2.539930,10.124466
147.583333,4.149285,12.868515
147.600000,6.934682,9.222189
147.616667,10.744767,11.512701
147.633333,10.428439,8.021720
147.650000,9.812377,13.813495
147.666667,4.455269,9.232949
147.683333,1.498532,6.666370
147.700000,1.285732,9.834017
147.716667,3.002815,9.093979
147.733333,3.810508,10.680545
147.750000,-3.297367,13.898828
147.766667,-6.273282,10.734903
147.783333,-4.284213,9.359790
147.800000,-1.908069,8.991122
147.816667,-2.874592,14.207043
147.833333,0.245130,13.994808
147.850000,2.990696,9.774009
147.866667,11.390713,4.446059
147.883333,10.704317,2.855748
147.900000,8.336228,0.753146
147.916667,4.415765,5.431201
147.933333,-0.844623,8.822336
147.950000,1.833990,6.416538
147.966667,3.781020,5.143288
147.983333,-1.001107,0.267225
148.000000,1.720770,2.654784
148.016667,2.516738,0.823239
148.033333,1.503338,-0.561297
148.050000,-5.634772,-0.260155
148.066667,-2.981475,0.036296
148.083333,4.393269,-3.985582
148.100000,1.309527,-3.054948
148.116667,2.153642,-10.354288
148.133333,4.349070,-8.325592
148.150000,-4.563409,-7.959870
148.166667,-7.341234,-8.977176
148.183333,-11.959514,-6.414703
148.200000,-3.716457,-4.713139
148.216667,-11.982348,-3.099441
148.233333,-11.562668,-7.193547
148.250000,-8.991906,-2.955133
148.266667,-10.766689,-9.234551
148.283333,-17.736709,-10.973836
148.300000,-16.585052,-11.940475
148.316667,-17.659675,-8.474829
148.333333,-14.042404,-6.828973
148.350000,-9.372212,-8.771305
148.366667,-12.813228,-9.983509
148.383333,-13.897116,-17.190316
148.400000,-14.689679,-11.051882
148.416667,-10.017298,-7.845959
148.433333,-8.489096,-1.265769
148.450000,-11.880858,-4.998500
148.466667,-6.195591,-4.388231
148.483333,-8.260745,-1.741709
148.500000,-9.188538,-4.917640
148.516667,-11.731092,-3.139679
148.533333,-9.734721,3.241276
148.550000,-9.921605,1.688551
148.566667,-3.170911,5.462283
148.583333,-2.274227,-1.327996
148.600000,-5.294223,-5.411576
148.616667,-4.618994,-6.903783
148.633333,2.254525,-12.499153
148.650000,-2.616286,-10.270723
148.666667,-0.268913,-19.592195
148.683333,-7.183663,-18.687391
148.700000,-1.041122,-9.267608
148.716667,-2.595000,-9.023435
148.733333,-5.682963,-5.588266
148.750000,0.999452,-0.005357
148.766667,0.783504,-3.358948
148.783333,0.737942,2.500094
148.800000,-0.937921,-5.011632
148.816667,-2.284166,-5.626571
148.833333,-9.340942,-4.135765
148.850000,-6.382829,3.717382
148.866667,-11.074054,6.267730
148.883333,-6.099304,7.719440
148.900000,-9.516580,2.687790
148.916667,-8.176135,2.779721
148.933333,-9.596257,7.668297
148.950000,-10.239637,-0.673336
148.966667,-10.111900,1.315091
148.983333,-7.732865,2.520473
149.000000,-0.983623,-2.190737
149.016667,-2.580094,4.208553
149.033333,-10.191484,3.572920
149.050000,-4.256651,8.071693
149.066667,-1.190520,10.006281
149.083333,-5.235561,14.498361
149.100000,-9.512252,8.486873
149.116667,-7.009530,5.666128
149.133333,-5.481790,6.822583
149.150000,2.178828,7.875223
149.166667,-0.513192,9.793653
149.183333,-3.788890,12.466910
149.200000,-3.151489,12.822394
149.216667,-9.958956,2.537172
149.233333,-14.968757,9.266538
149.250000,-18.064501,11.269124
149.266667,-18.825682,9.182091
149.283333,-17.121995,14.838996
149.300000,-13.071773,14.895229
149.316667,-6.577802,10.872918
149.333333,-1.646650,13.390837
149.350000,2.077612,11.431686
149.366667,0.120592,6.809223
149.383333,-3.120197,2.460248
149.400000,-1.340786,1.300878
149.416667,0.518893,3.122318
149.433333,-3.772020,-1.548988
149.450000,-4.309460,-4.494572
149.466667,-7.400162,2.737633
149.483333,-12.793565,10.556128
149.500000,-10.358703,13.445468
149.516667,-5.849502,14.568758
149.533333,1.382776,8.782216
149.550000,0.618985,4.492606
149.566667,-6.227232,1.398381
149.583333,1.885682,0.564676
149.600000,9.631177,8.851517
149.616667,20.000000,15.588338
149.633333,20.000000,15.330174
149.650000,20.000000,14.976514
149.666667,20.000000,14.077515
149.683333,20.000000,10.806492
149.700000,16.244829,11.180318
149.716667,11.849126,7.705192
149.733333,10.093201,5.446100
149.750000,13.524051,4.234524
149.766667,16.813444,4.635137
149.783333,14.777984,4.804505
149.800000,8.133666,5.676363
149.816667,10.717057,9.072129
149.833333,4.236655,2.088995
149.850000,1.665715,7.418745
149.866667,2.383045,3.578089
149.883333,-3.667017,0.484323
149.900000,-6.306520,4.178362
149.916667,-1.625691,-0.439082
149.933333,1.549542,2.207854
149.950000,-3.324135,1.651794
149.966667,-1.628442,2.139556
149.983333,-8.307762,2.450330
150.000000,-4.931926,8.523674
150.016667,-7.113898,5.489494
150.033333,-7.237976,6.105408
150.050000,-6.126107,7.912099
150.066667,-10.014242,8.708304
150.083333,-11.981680,7.264138
150.100000,-3.951457,0.944753
150.116667,-4.674181,-4.248305
150.133333,-3.594491,0.369457
150.150000,-2.556422,-0.134352
150.166667,3.012830,1.201093
150.183333,5.989811,3.942013
150.200000,-6.114132,3.241136
150.216667,-9.815016,-0.400245
150.233333,-2.935170,-1.859442
150.250000,4.928619,-7.304252
150.266667,0.101074,-3.524424
150.283333,-1.274519,-1.942672
150.300000,-1.596295,-2.318710
150.316667,-2.653609,-1.368866
150.333333,0.178305,5.225710
150.350000,-0.649576,3.128585
150.366667,-2.674464,8.694862
150.383333,0.354282,0.229242
150.400000,-7.453629,-3.113913
150.416667,-5.787685,-2.936403
150.433333,-3.149802,-3.344536
150.450000,2.754853,0.078363
150.466667,2.789674,4.651884
150.483333,-4.084918,3.846397
150.500000,-3.126377,5.869903
150.516667,-9.674403,4.241285
150.533333,-7.105120,5.725805
150.550000,-1.650088,8.199246
150.566667,-1.728464,10.079217
150.583333,-2.361072,9.658391
150.600000,1.054245,8.511348
150.616667,2.396779,11.505449
150.633333,5.005760,15.288791
150.650000,13.818978,16.571623
150.666667,10.591910,16.961753
150.683333,11.407992,17.719621
150.700000,16.247258,9.211212
150.716667,20.000000,15.691759
150.733333,20.000000,16.491123
150.750000,17.827561,14.867307
150.766667,18.836614,15.914786
150.783333,19.835791,16.829981
150.800000,20.000000,18.293578
150.816667,15.203800,19.793292
150.833333,20.000000,17.707456
150.850000,20.000000,12.267529
150.866667,20.000000,8.476144
150.883333,20.000000,14.190436
150.900000,20.000000,17.455638
150.916667,20.000000,15.578399
150.933333,20.000000,16.955020
150.950000,18.993161,15.699909
150.966667,20.000000,12.129864
150.983333,20.000000,13.012095
151.000000,20.000000,12.597506
151.016667,20.000000,13.552144
151.033333,20.000000,18.600379
151.050000,20.000000,12.552681
151.066667,20.000000,11.843500
151.083333,20.000000,7.609834
151.100000,20.000000,2.461119
151.116667,20.000000,-0.376686
151.133333,19.392690,-1.551508
151.150000,8.279858,-6.035967
151.166667,10.581529,-4.041704
151.183333,5.226628,-1.446040
151.200000,1.191113,1.586420
151.216667,0.609446,0.127285
151.233333,0.184246,10.352670
151.250000,-2.869384,10.223638
151.266667,0.543029,5.351623
151.283333,-5.888305,2.412068
151.300000,-2.261622,0.802847
151.316667,-2.959883,4.365641
151.333333,-5.889267,3.574056
151.350000,-11.355705,4.499527
151.366667,-9.302106,7.231719
151.383333,-12.952920,5.740997
151.400000,-16.771509,4.182470
151.416667,-9.167206,2.481212
151.433333,-13.714165,-0.486426
151.450000,-18.786556,-5.620875
151.466667,-14.223952,-10.843920
151.483333,-11.552243,-9.656558
151.500000,-12.523131,-7.781502
151.516667,-15.021464,-3.639974
151.533333,-16.312679,-4.821444
151.550000,-16.702815,-1.581406
151.566667,-12.854758,-11.910070
151.583333,-10.552311,-17.697434
151.600000,-10.862366,-16.360387
151.616667,-11.184363,-12.721071
151.633333,-7.185620,-14.542827
151.650000,-9.706246,-13.232423
151.666667,-14.910550,-13.817092
151.683333,-8.027183,-18.460585
151.700000,-8.584935,-18.983730
151.716667,0.294630,-19.236802
151.733333,-1.654076,-20.000000
151.750000,-1.451381,-18.211895
151.766667,-4.849523,-12.435814
151.783333,-3.280316,-7.784636
151.800000,-4.264827,-6.033435
151.816667,-4.690730,0.400635
151.833333,-3.756600,0.395587
151.850000,-5.213908,-1.707826
151.866667,-3.741629,1.741306
151.883333,-6.105699,2.073493
151.900000,-4.758451,3.299598
151.916667,-11.112591,-0.729293
151.933333,-15.464710,-0.524826
151.950000,-17.522133,-2.457308
151.966667,-20.000000,-3.824523
151.983333,-20.000000,-0.410437
152.000000,-18.772965,0.231524
152.016667,-18.103436,-7.942376
152.033333,-18.125919,-10.193964
152.050000,-15.324230,-6.695739
152.066667,-12.493276,-0.974012
152.083333,-13.517206,-3.315714
152.100000,-8.013972,-2.319277
152.116667,-8.200570,5.298735
152.133333,-5.069591,4.006685
152.150000,-7.306411,8.912067
152.166667,-5.747782,8.118928
152.183333,-2.467898,10.827387
152.200000,-0.021628,13.280550
152.216667,1.786032,14.172058
152.233333,-1.319123,19.996267
152.250000,-6.121917,19.234151
152.266667,-10.856793,16.918221
152.283333,-12.056289,15.769422
152.300000,-9.483629,10.367145
152.316667,-8.652924,14.905128
152.333333,-13.036692,9.998400
152.350000,-8.290004,9.308779
152.366667,-6.856384,12.467111
152.383333,-9.347020,9.143059
152.400000,-10.982886,6.835941
152.416667,-4.526509,-0.651974
152.433333,-8.850733,-6.049509
152.450000,-2.358884,-7.902158
152.466667,-3.429690,-13.570479
152.483333,-4.136265,-8.747344
152.500000,-2.710811,-8.304066
152.516667,-8.699272,-8.785467
152.533333,-7.241686,-11.874220
152.550000,-3.897952,-7.146524
152.566667,-5.622752,-3.528543
152.583333,-5.499435,1.412863
152.600000,3.187111,-3.103085
152.616667,5.946338,2.427082
152.633333,1.468982,-0.116109
152.650000,-1.023424,-0.635623
152.666667,-2.346544,-1.365199
152.683333,1.240064,-8.811926
152.700000,-2.779516,-5.251021
152.716667,-0.290460,-8.960088
152.733333,1.977394,-2.756611
152.750000,1.583548,-6.512794
152.766667,4.925011,1.030667
152.783333,0.887948,1.084609
152.800000,5.159776,1.437583
152.816667,-2.345387,3.067495
152.833333,-6.026083,-2.322145
152.850000,-12.334466,2.671699
152.866667,-14.439865,3.737874
152.883333,-10.680061,4.011362
152.900000,-8.425772,5.134418
152.916667,-7.030804,1.580339
152.933333,-9.725072,1.002379
152.950000,-9.257221,2.619420
152.966667,-3.924899,3.733099
152.983333,-6.775944,-5.364834
153.000000,-9.174098,-10.206312
153.016667,-11.178177,-8.216573
153.033333,-9.722797,0.037795
153.050000,-6.818191,7.670684
153.066667,-3.275815,11.246443
153.083333,-4.383842,5.823762
153.100000,-5.741298,5.193907
153.116667,-7.679803,0.669947
153.133333,-5.244472,-3.418636
153.150000,-10.853993,-7.565117
153.166667,-10.706016,-10.772282
153.183333,-10.547774,-7.293277
153.200000,-7.195224,-9.207253
153.216667,-11.691468,-10.589021
153.233333,-7.899742,-5.973334
153.250000,-5.698208,-0.570257
153.266667,1.788421,-2.446143
153.283333,7.555832,-3.243726
153.300000,10.879644,-0.085064
153.316667,1.883446,-3.941466
153.333333,-3.190051,-10.675508
153.350000,0.646214,-1.332869
153.366667,-0.449097,2.217044
153.383333,5.534314,2.828667
153.400000,4.879630,1.563048
153.416667,6.541903,4.905520
153.433333,7.734932,6.124820
153.450000,6.756627,-0.859480
153.466667,9.671830,-5.912033
153.483333,11.182190,-2.297883
153.500000,5.502242,-4.499298
153.516667,13.437916,-4.367297
153.533333,7.213270,-0.727050
153.550000,3.401242,-8.336441
153.566667,5.140196,-11.169268
153.583333,5.910930,-13.303102
153.600000,8.148654,-11.238798
153.616667,-3.023046,-8.586868
153.633333,-3.879667,-2.061311
153.650000,-1.910869,1.169452
153.666667,-4.561945,-2.107765
153.683333,-4.208348,-3.339453
153.700000,1.564523,-3.618784
153.716667,-3.491216,-6.567229
153.733333,0.718110,-6.579535
153.750000,-0.236548,-1.680832
153.766667,-3.871946,-10.453454
153.783333,-6.896218,-8.439752
153.800000,-7.204642,-13.837495
153.816667,-2.419940,-11.799758
153.833333,-0.621887,-8.941341
153.850000,-5.753796,-6.835691
153.866667,-1.548601,-1.590881
153.883333,1.491313,0.620726
153.900000,-5.607504,0.498914
153.916667,-8.873051,5.577694
153.933333,-3.464228,1.217810
153.950000,-3.301718,2.090067
153.966667,0.631619,-4.821413
153.983333,-8.270032,-4.186678
154.000000,-17.568696,-3.133720
154.016667,-13.442995,2.123971
154.033333,-14.588969,2.556301
154.050000,-10.524033,-2.402209
154.066667,-5.810238,-1.064619
154.083333,-7.651000,-0.392635
154.100000,-7.443238,2.766924
154.116667,-8.140754,3.398594
154.133333,-9.810405,-0.692637
154.150000,-8.143234,-4.210444
154.166667,-4.126589,-1.420469
154.183333,-6.774388,-0.423301
154.200000,-9.175749,-6.798222
154.216667,-10.647075,-6.319667
154.233333,-7.496732,-5.089781
154.250000,-3.116361,-8.505467
154.266667,-4.311518,-1.077454
154.283333,-11.604686,-2.777525
154.300000,-14.730194,-3.281367
154.316667,-14.994964,-0.544608
154.333333,-12.473385,-5.712618
154.350000,-13.578695,-5.141824
154.366667,-9.263302,5.104183
154.383333,-5.525789,0.543765
154.400000,-5.348591,1.213294
154.416667,-6.891295,2.972996
154.433333,-15.287674,4.888294
154.450000,-15.664456,3.960644
154.466667,-8.235119,-1.481489
154.483333,-6.320730,1.842346
154.500000,-5.007311,-4.798658
154.516667,0.895007,-5.164208
154.533333,-1.304657,-5.889719
154.550000,-2.702777,-10.061466
154.566667,-1.772697,-11.444251
154.583333,1.088126,-8.229444
154.600000,7.481991,-8.253032
154.616667,3.520793,-13.306698
154.633333,11.942087,-9.327596
154.650000,7.978199,-1.622216
154.666667,12.605028,-6.865105
154.683333,8.330626,-6.707894
154.700000,3.217223,-6.423422
154.716667,5.743348,-11.274123
154.733333,6.341016,-5.472719
154.750000,7.307795,-5.227913
154.766667,3.904609,-1.381754
154.783333,-1.193533,-0.272411
154.800000,-0.972117,4.257274
154.816667,-3.205900,1.840603
154.833333,-7.852769,3.405680
154.850000,-8.762756,-0.383184
154.866667,-10.953745,1.803557
154.883333,-14.270213,-2.433463
154.900000,-9.257746,-2.854599
154.916667,-4.510191,-4.006562
154.933333,-4.063675,-2.980709
154.950000,1.891837,2.540853
154.966667,6.315602,-0.228508
154.983333,1.736723,2.837509
155.000000,7.070090,7.205033
155.016667,6.415278,9.395764
155.033333,8.755301,9.051959
155.050000,8.649265,8.539544
155.066667,4.631952,4.941380
155.083333,1.362796,-1.949705
155.100000,1.797956,-1.917028
155.116667,4.666017,3.317544
155.133333,9.496593,8.659651
155.150000,5.518609,2.065849
155.166667,8.689723,7.387798
155.183333,14.044720,8.589003
155.200000,4.653432,9.192541
155.216667,6.409853,13.281587
155.233333,11.487382,15.591962
155.250000,7.989528,9.916296
155.266667,9.326420,5.755006
155.283333,14.294326,-1.638730
155.300000,15.132440,-0.196717
155.316667,12.792130,-3.877511
155.333333,3.265811,-5.615474
155.350000,0.883698,-0.606980
155.366667,-2.336095,1.264800
155.383333,-7.271444,3.059313
155.400000,-15.495101,11.134566
155.416667,-14.509861,-1.156893
155.433333,-15.929873,-4.543853
155.450000,-16.960158,-5.548033
155.466667,-17.914611,-8.258878
155.483333,-20.000000,-4.145833
155.500000,-13.877551,-4.749545
155.516667,-12.560343,-8.779914
155.533333,-11.020226,-6.982067
155.550000,-10.795798,-4.699561
155.566667,-8.481383,-8.446162
155.583333,-2.861054,-8.432131
155.600000,4.127338,-5.907235
155.616667,11.598336,-0.615435
155.633333,11.347261,-3.446319
155.650000,7.406265,-0.969550
155.666667,7.238143,-3.228700
155.683333,9.846568,-2.750745
155.700000,12.217951,-6.377551
155.716667,14.994042,-3.735813
155.733333,18.284917,0.547490
155.750000,16.116612,-0.168757
155.766667,20.000000,-1.314155
155.783333,20.000000,-2.708288
155.800000,12.772859,-7.346815
155.816667,13.119257,-3.807607
155.833333,13.444185,1.156952
155.850000,13.664807,-2.059682
155.866667,14.675535,-1.175282
155.883333,10.905749,0.832323
155.900000,10.132655,-1.670911
155.916667,8.407927,4.150448
155.933333,13.090685,4.487980
155.950000,12.010685,-1.693002
155.966667,17.687077,2.621666
155.983333,18.926176,-6.739424
156.000000,17.197249,-6.573996
156.016667,18.208786,-7.720720
156.033333,15.461066,-4.470996
156.050000,10.820646,-6.320067
156.066667,10.511888,-0.334118
156.083333,12.694578,4.000910
156.100000,11.678388,9.581131
156.116667,3.545819,16.711975
156.133333,11.798273,16.867243
156.150000,13.947496,15.028519
156.166667,11.714473,11.082186
156.183333,10.346978,12.197701
156.200000,10.991816,18.924343
156.216667,10.293732,11.076595
156.233333,15.841601,5.085118
156.250000,12.019878,5.663579
156.266667,12.486590,-0.684532
156.283333,8.252042,-6.539209
156.300000,9.913690,-1.151768
156.316667,4.034969,2.946048
156.333333,7.354587,0.015160
156.350000,-1.311188,-4.271380
156.366667,-3.561099,2.322442
156.383333,-3.678200,-1.937115
156.400000,-2.718986,-6.924794
156.416667,-0.389727,-10.142971
156.433333,-3.680849,-7.626705
156.450000,3.688171,1.927115
156.466667,-0.840108,-0.652021
156.483333,1.306031,4.088338
156.500000,-7.480906,4.028852
156.516667,-8.681388,-4.070118
156.533333,-13.161920,-5.934204
156.550000,-11.610468,-1.308373
156.566667,-9.032029,2.612622
156.583333,-8.021928,-0.468424
156.600000,-7.954735,2.360488
156.616667,-3.029013,1.532941
156.633333,-6.442573,2.722279
156.650000,-3.886392,7.380928
156.666667,-6.212804,3.971646
156.683333,-2.566883,1.944747
156.700000,-4.108931,6.766832
156.716667,-9.182061,14.314961
156.733333,-10.714396,16.350379
156.750000,-10.078155,15.800790
156.766667,-10.121486,17.647018
156.783333,-10.498633,13.590530
156.800000,-2.195402,12.349008
156.816667,-4.678644,5.152961
156.833333,3.251532,2.429963
156.850000,11.173732,3.782384
156.866667,10.627900,4.083521
156.883333,18.428914,-5.093705
156.900000,17.443388,-5.645149
156.916667,14.846676,-4.483387
156.933333,12.296992,-3.282526
156.950000,10.972983,-8.208506
156.966667,11.401149,-4.523437
156.983333,8.092771,3.400491
157.000000,12.625781,6.436251
157.016667,14.690486,5.913014
157.033333,17.786926,11.604731
157.050000,19.240329,8.163124
157.066667,17.157571,9.641492
157.083333,18.792793,8.367434
157.100000,14.646280,13.867518
157.116667,8.892373,8.715440
157.133333,2.694624,4.069692
157.150000,7.414541,8.786054
157.166667,6.376905,9.892706
157.183333,5.697196,4.135528
157.200000,13.999905,9.220935
157.216667,14.017592,4.875282
157.233333,11.716095,1.618052
157.250000,10.934815,2.695939
157.266667,8.476831,-3.391306
157.283333,16.157384,-2.102068
157.300000,16.368014,-3.581499
157.316667,8.483168,-3.556551
157.333333,6.341963,-0.362758
157.350000,9.332077,2.733635
157.366667,12.351959,9.674935
157.383333,12.676170,13.104305
157.400000,13.383995,4.193733
157.416667,11.427514,0.303513
157.433333,11.210496,-2.890879
157.450000,12.512170,1.322322
157.466667,16.075233,7.667136
157.483333,7.763614,2.104422
157.500000,18.698513,5.932075
157.516667,17.726454,5.467017
157.533333,15.726368,-2.814671
157.550000,11.064415,-2.980594
157.566667,7.094534,-5.023079
157.583333,16.620006,-5.527383
157.600000,16.070485,-4.004499
157.616667,16.821275,-5.513181
157.633333,20.000000,-3.187614
157.650000,12.965708,-3.298868
157.666667,10.980544,-3.841643
157.683333,11.919676,-0.918578
157.700000,12.794321,0.528941
157.716667,11.857440,-8.128781
157.733333,13.783266,-5.362487
157.750000,8.465895,-3.703909
157.766667,10.211059,1.351470
157.783333,11.231159,2.502731
157.800000,13.895132,1.026297
157.816667,14.153632,-1.560785
157.833333,17.179456,-7.843551
157.850000,18.728459,-6.988360
157.866667,20.000000,-9.411702
157.883333,19.005380,-8.228011
157.900000,18.840376,-11.595458
157.916667,19.501199,-17.819489
157.933333,14.879711,-20.000000
157.950000,16.704618,-18.459091
157.966667,16.858310,-10.720424
157.983333,13.908713,-7.210039
158.000000,12.781931,-6.833973
158.016667,16.730241,2.176942
158.033333,13.331350,5.294126
158.050000,13.274683,6.089163
158.066667,12.935926,4.147935
158.083333,-2.697589,9.872378
158.100000,-5.206761,7.918912
158.116667,-5.567256,3.991807
158.133333,-4.049570,3.415377
158.150000,-6.510757,3.671047
158.166667,-5.991868,7.015297
158.183333,-10.754212,3.092210
158.200000,-6.777601,0.224017
158.216667,-9.713450,-2.159548
158.233333,-9.146020,-2.332309
158.250000,-9.071251,-6.213339
158.266667,-5.071491,-0.287126
158.283333,-12.206056,-6.472576
158.300000,-6.974023,0.453867
158.316667,-14.793336,3.670226
158.333333,-6.762483,-0.146445
158.350000,0.232436,-0.843778
158.366667,1.467741,-3.636333
158.383333,5.325081,0.065108
158.400000,11.691410,5.821027
158.416667,10.485669,17.672439
158.433333,14.840273,18.067259
158.450000,9.367628,10.140402
158.466667,2.650754,5.391700
158.483333,7.894889,6.800886
158.500000,4.651907,5.577321
158.516667,3.155731,8.219792
158.533333,-0.675033,8.796558
158.550000,0.592813,4.521430
158.566667,6.885556,2.887002
158.583333,2.226000,6.009822
158.600000,2.221382,7.042553
158.616667,-2.739475,9.587963
158.633333,6.224186,3.577832
158.650000,7.018602,0.078810
158.666667,17.075166,5.029459
158.683333,16.496079,-0.384957
158.700000,10.902247,2.638637
158.716667,4.362053,-2.949682
158.733333,3.961173,-2.121048
158.750000,5.085182,-3.667044
158.766667,8.257250,-6.747598
158.783333,9.938102,-5.216356
158.800000,11.346888,0.033272
158.816667,8.390870,-2.614365
158.833333,0.798208,-10.428937
158.850000,0.014491,-9.816135
158.866667,-4.331291,-12.318920
158.883333,2.195653,-7.583669
158.900000,-3.070339,-8.594694
158.916667,-1.139295,-10.241029
158.933333,-4.260146,-10.569909
158.950000,0.528512,-4.787313
158.966667,-2.466127,-2.466377
158.983333,-2.245161,-6.252682
159.000000,-3.208943,-10.684350
159.016667,1.764172,-3.406027
159.033333,-0.054537,-5.661742
